inst;succ A;succ B;of;steps A;steps B;awg fined A;awg fined B;mu A;sig^2 A;mu B;sig^2 B;xing;winner
gen-9007;773;966;1000;818.615;444.02;3883.11;903.02;6.45156;0.634432;5.77799;34.0907;5;B
gen-9008;982;1000;1000;355.038;165.3;598.038;165.3;5.42781;1.02016;4.63232;22.4484;21;B
gen-9009;887;994;1000;558.067;279.392;2083.57;360.392;5.79819;1.36701;5.13253;27.506;135;B
gen-9010;973;990;1000;443.456;257.939;807.956;392.939;5.77862;0.687382;5.22641;27.9647;822;B
gen-9011;700;929;1000;881.362;528.239;4931.36;1486.74;6.47991;0.833787;5.86822;35.4277;35;B
gen-9012;359;730;1000;1259.07;868.376;9912.57;4513.38;7.04791;0.255795;6.51892;43.1723;1;B
gen-9013;285;584;1000;1285;1003.15;10937.5;6619.15;7.0507;0.334635;6.66593;45.175;1;B
gen-9014;998;1000;1000;276.377;145.714;303.377;145.714;5.30371;0.692683;4.74006;22.9612;998;B
gen-9015;971;999;1000;467.876;234.313;859.376;247.813;5.8041;0.78463;5.13551;27.0463;812;B
gen-9016;1000;1000;1000;52.573;44.387;52.573;44.387;3.57654;0.850571;3.39813;12.391;997;B
gen-9017;646;952;1000;932.702;455.428;5711.7;1103.43;6.51333;0.9609;5.61852;32.8128;19;B
gen-9018;1000;1000;1000;174.186;76.922;174.186;76.922;4.59104;1.35766;3.86986;16.0207;967;A
gen-9019;1000;1000;1000;162.073;88.26;162.073;88.26;4.7245;0.700064;4.16975;17.9679;978;B
gen-9020;1000;1000;1000;219.179;124.686;219.179;124.686;4.95731;1.07395;4.36326;20.1507;998;B
gen-9021;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9022;958;999;1000;467.937;250.765;1034.94;264.265;5.80925;0.733655;5.2457;28.1033;146;B
gen-9023;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9024;998;1000;1000;240.488;149.12;267.488;149.12;5.1537;0.692065;4.7252;22.8898;992;B
gen-9025;586;790;1000;1034.49;735.441;6623.49;3570.44;6.7465;0.531271;6.27252;40.1699;1;B
gen-9026;1000;1000;1000;74.752;42.738;74.752;42.738;3.96642;0.704653;3.48948;12.6957;999;A
gen-9027;971;996;1000;456.596;254.954;848.096;308.954;5.7987;0.717661;5.25033;28.1831;243;B
gen-9028;615;798;1000;977.768;702.267;6175.27;3429.27;6.6164;0.789428;6.1479;38.8593;24;B
gen-9029;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9030;892;993;1000;598.412;281.445;2056.41;375.945;5.92481;1.26937;5.19619;28.0513;259;B
gen-9031;935;999;1000;567.902;298.048;1445.4;311.548;6.01203;0.771177;5.41151;29.9353;544;B
gen-9032;1000;1000;1000;55.089;28.017;55.089;28.017;3.6266;0.813535;3.06381;9.93366;999;B
gen-9033;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9034;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9035;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9036;379;679;1000;1174.95;841.669;9558.45;5175.17;6.88618;0.567504;6.37949;41.6988;2;B
gen-9037;809;971;1000;777.636;449.412;3356.14;840.912;6.37304;0.700594;5.81817;34.4925;1;B
gen-9038;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9039;800;980;1000;771.157;416.858;3471.16;686.858;6.34657;0.767415;5.70613;33.3198;3;B
gen-9040;708;769;1000;844.236;713.876;4786.24;3832.38;6.28902;1.46555;5.95108;37.4022;5;B
gen-9041;915;978;1000;574.045;390.729;1721.55;687.729;5.93843;1.0555;5.5247;31.6299;190;B
gen-9042;1000;1000;1000;133.274;81.627;133.274;81.627;4.46626;0.851464;4.01939;16.8887;985;B
gen-9043;972;1000;1000;389.885;196.623;767.885;196.623;5.5993;0.798008;4.94885;25.1679;440;B
gen-9044;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9045;974;999;1000;421.004;193.502;772.004;207.002;5.646;0.909313;4.90991;24.8708;778;B
gen-9046;997;999;1000;269.523;154.589;310.023;168.089;5.34309;0.524191;4.82598;23.7312;993;B
gen-9047;949;986;1000;392.917;255.269;1081.42;444.269;5.48213;1.05174;5.03684;26.3671;19;B
gen-9048;407;557;1000;1142.35;975.415;9147.85;6955.91;6.85212;0.552022;6.57437;44.153;1;B
gen-9049;647;869;1000;898.269;598.38;5663.77;2366.88;6.46084;0.946734;5.9156;36.207;2;B
gen-9050;1000;1000;1000;147.336;69.425;147.336;69.425;4.64291;0.748992;3.90006;15.9184;875;A
gen-9051;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9052;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9053;495;816;1000;1145.86;761.347;7963.36;3245.35;6.91193;0.360239;6.35332;41.0951;2;B
gen-9054;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9055;1000;1000;1000;122.846;71.539;122.846;71.539;4.46234;0.773461;3.96199;16.3645;999;B
gen-9056;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9057;433;694;1000;1180.97;911.467;8835.47;5042.47;6.93391;0.409198;6.5407;43.5728;1;B
gen-9058;749;992;1000;771.598;317.051;4160.1;425.051;6.19137;1.38383;5.29986;29.2227;41;B
gen-9059;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9060;997;1000;1000;275.027;167.955;315.527;167.955;5.14685;1.14791;4.62097;22.4757;972;B
gen-9061;999;1000;1000;188.013;84.712;201.513;84.712;4.80189;0.918655;4.12962;17.7068;1000;B
gen-9062;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9063;1000;1000;1000;96.91;45.601;96.91;45.601;4.16899;0.872164;3.53834;13.1096;997;B
gen-9064;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9065;433;701;1000;1168.93;892.909;8823.43;4929.41;6.92105;0.41317;6.53758;43.4458;1;B
gen-9066;999;1000;1000;171.812;103.633;185.312;103.633;4.67976;0.976863;4.26678;18.9808;959;B
gen-9067;835;981;1000;706.517;410.536;2934.02;667.036;6.22344;0.855755;5.62447;32.5305;167;B
gen-9068;1000;1000;1000;187.658;109.087;187.658;109.087;4.81585;0.908191;4.34703;19.6216;823;B
gen-9069;381;875;1000;1216.97;691.039;9573.47;2378.54;6.97404;0.389821;6.25273;39.8146;1;B
gen-9070;1000;1000;1000;179.852;98.711;179.852;98.711;4.72839;1.03491;4.20382;18.4964;997;A
gen-9071;1000;1000;1000;76.248;51.281;76.248;51.281;3.98559;0.724742;3.58738;13.5619;999;A
gen-9072;1000;1000;1000;127.925;72.418;127.925;72.418;4.47606;0.797578;3.96933;16.4037;999;A
gen-9073;817;856;1000;690.678;596.855;3161.18;2540.86;6.13397;1.02094;5.90676;36.1046;1;B
gen-9074;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9075;224;565;1000;1349.63;1080.29;11825.6;6952.79;7.14264;0.19692;6.81999;47.0135;1;B
gen-9076;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9077;1000;1000;1000;103.877;53.347;103.877;53.347;4.20976;0.968958;3.5928;13.7409;998;A
gen-9078;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9079;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9080;979;1000;1000;361.048;199.427;644.548;199.427;5.48393;0.890473;4.9474;25.1973;852;B
gen-9081;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9082;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9083;610;803;1000;975.708;751.722;6240.71;3411.22;6.61038;0.79945;6.24288;40.0606;12;B
gen-9084;649;963;1000;982.718;511.11;5721.22;1010.61;6.68082;0.570605;5.9634;36.1935;18;B
gen-9085;1000;1000;1000;149.907;78.259;149.907;78.259;4.43714;1.24673;3.86972;15.994;999;B
gen-9086;989;1000;1000;332.616;140.097;481.116;140.097;5.38612;0.983706;4.5895;21.8369;192;B
gen-9087;848;980;1000;711.964;432.789;2763.96;702.789;6.25037;0.780828;5.75958;33.9008;50;B
gen-9088;1000;1000;1000;88.185;59.688;88.185;59.688;4.14662;0.70632;3.76978;14.89;994;B
gen-9089;936;996;1000;548.66;310.545;1412.66;364.545;5.94829;0.87642;5.40533;29.9712;640;B
gen-9090;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9091;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9092;857;983;1000;740.3;386.834;2670.8;616.334;6.35713;0.599778;5.66332;32.7154;6;B
gen-9093;907;991;1000;616.885;309.425;1872.38;430.925;6.09367;0.794412;5.33733;29.3431;408;B
gen-9094;1000;1000;1000;153.429;70.578;153.429;70.578;4.63245;0.856822;3.96301;16.3006;999;B
gen-9095;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9096;999;1000;1000;159.113;84.79;172.613;84.79;4.64869;0.925506;4.08426;17.4162;1000;B
gen-9097;975;1000;1000;421.081;218.939;758.581;218.939;5.70861;0.719747;5.11841;26.7844;837;B
gen-9098;313;682;1000;1270.48;939.279;10545;5232.28;7.04879;0.292778;6.62427;44.5006;4;B
gen-9099;1000;1000;1000;208.221;114.13;208.221;114.13;4.95631;0.792917;4.47983;20.6031;991;B
gen-9100;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9101;71;142;1000;1443.87;1387.27;13985.4;12970.3;7.23519;0.147742;7.16195;51.6073;1;B
gen-9102;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9103;809;958;1000;705.926;393.778;3284.43;960.778;6.10769;1.22998;5.40703;30.6077;34;B
gen-9104;846;931;1000;739.904;537.481;2818.9;1468.98;6.34635;0.625841;5.96755;36.3388;4;B
gen-9105;565;812;1000;1063.42;763.382;6935.92;3301.38;6.78773;0.509341;6.33661;40.9433;39;B
gen-9106;688;936;1000;909.421;516.306;5121.42;1380.31;6.56443;0.654966;5.9005;35.6137;2;B
gen-9107;924;997;1000;507.773;264.367;1533.77;304.867;5.7874;1.0519;5.09957;27.0407;176;B
gen-9108;1000;1000;1000;180.179;105.913;180.179;105.913;4.76598;0.91688;4.2787;19.1168;999;A
gen-9109;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9110;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9111;941;995;1000;496.53;278.82;1293.03;346.32;5.86973;0.741479;5.35842;29.2829;152;B
gen-9112;236;479;1000;1343.63;1142.26;11657.6;8175.76;7.13956;0.189761;6.89912;48.0352;2;B
gen-9113;839;991;1000;736.025;386.29;2909.53;507.79;6.33163;0.647448;5.67106;32.8014;21;B
gen-9114;1000;1000;1000;116.69;107.425;116.69;107.425;4.30148;1.0412;4.06433;17.8433;995;A
gen-9115;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9116;804;954;1000;765.678;489.249;3411.68;1110.25;6.3191;0.825296;5.82456;34.7935;14;B
gen-9117;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9118;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9119;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9120;231;627;1000;1325.89;944.315;11707.4;5979.81;7.09274;0.322423;6.5704;44.0201;1;B
gen-9121;915;982;1000;497.279;325.563;1644.78;568.563;5.67221;1.33822;5.21523;28.5187;20;B
gen-9122;602;872;1000;1002.89;660.013;6375.89;2388.01;6.69855;0.576979;6.15795;38.7615;2;B
gen-9123;842;958;1000;731.155;443.446;2864.16;1010.45;6.29802;0.740324;5.71035;33.5069;1;B
gen-9124;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9125;597;847;1000;982.316;644.609;6422.82;2710.11;6.63463;0.705782;6.07606;37.8843;1;B
gen-9126;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9127;796;969;1000;785.457;397.778;3539.46;816.278;6.37301;0.753492;5.55996;31.8727;4;B
gen-9128;299;627;1000;1279.98;991.104;10743.5;6026.6;7.05639;0.294891;6.6843;45.3084;2;B
gen-9129;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9130;541;757;1000;1050.4;790.024;7246.9;4070.52;6.74503;0.603162;6.33647;41.0426;1;B
gen-9131;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9132;610;856;1000;989.797;694.405;6254.8;2638.41;6.60406;0.910601;6.14723;38.8968;1;B
gen-9133;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9134;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9135;903;992;1000;614.051;315.797;1923.55;423.797;6.09006;0.804929;5.42078;30.1432;123;B
gen-9136;989;1000;1000;350.586;205.746;499.086;205.746;5.47967;0.846091;5.0083;25.7768;77;B
gen-9137;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9138;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9139;952;999;1000;454.289;219.301;1102.29;232.801;5.71838;0.897768;5.03988;26.1445;11;B
gen-9140;990;1000;1000;249.914;155.156;384.914;155.156;5.05286;0.965012;4.58169;21.8882;186;B
gen-9141;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9142;363;626;1000;1200.42;948.24;9799.92;5997.24;6.91298;0.566923;6.54894;43.8316;2;B
gen-9143;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9144;1000;1000;1000;136.538;68.631;136.538;68.631;4.53936;0.80134;3.96261;16.2382;996;A
gen-9145;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9146;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9147;799;960;1000;715.812;407.781;3429.31;947.781;6.16893;1.04796;5.52663;31.6403;18;B
gen-9148;997;1000;1000;340.078;142.266;380.578;142.266;5.46023;0.842197;4.63501;22.1999;993;B
gen-9149;1000;1000;1000;79.203;45.839;79.203;45.839;3.93974;0.924403;3.417;12.5377;972;B
gen-9150;913;985;1000;577.827;342.453;1752.33;544.953;5.94517;1.0436;5.34531;29.7306;372;B
gen-9151;216;538;1000;1365.45;1103.07;11949.4;7340.06;7.16753;0.15228;6.85626;47.4676;1;B
gen-9152;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9153;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9154;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9155;545;710;1000;979.2;775.721;7121.7;4690.72;6.52701;1.14182;6.07836;38.7551;6;B
gen-9156;1000;1000;1000;209.432;115.631;209.432;115.631;4.97687;0.789871;4.43057;20.2906;983;A
gen-9157;636;877;1000;946.962;614.226;5860.96;2274.73;6.58021;0.763509;6.02081;37.2461;4;B
gen-9158;1000;1000;1000;97.031;61.618;97.031;61.618;4.13753;0.973815;3.73035;14.7545;994;B
gen-9159;937;999;1000;563.209;257;1413.71;270.5;6.02902;0.70002;5.26705;28.3558;69;B
gen-9160;1000;1000;1000;197.942;130.041;197.942;130.041;4.86921;0.838655;4.46732;20.7157;998;B
gen-9161;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9162;754;926;1000;843.854;535.014;4164.85;1534.01;6.48953;0.628908;5.94178;36.0959;2;B
gen-9163;902;971;1000;605.298;405.316;1928.3;796.816;6.03107;0.922898;5.55846;31.9141;366;B
gen-9164;620;873;1000;1040.51;687.333;6170.51;2401.83;6.76948;0.489861;6.24979;39.7673;1;B
gen-9165;949;999;1000;518.777;236.632;1207.28;250.132;5.86639;0.943325;5.10943;26.9079;604;B
gen-9166;933;997;1000;569.703;297.095;1474.2;337.595;6.01484;0.816998;5.29767;28.9936;176;B
gen-9167;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9168;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9169;740;884;1000;876.648;640.352;4386.65;2206.35;6.52909;0.636355;6.14265;38.5212;6;B
gen-9170;666;930;1000;911.701;531.213;5420.7;1476.21;6.515;0.848691;5.91733;35.8701;36;B
gen-9171;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9172;504;710;1000;1096.37;896.643;7792.37;4811.64;6.80218;0.589078;6.52972;43.4105;5;B
gen-9173;1000;1000;1000;107.869;56.347;107.869;56.347;4.2761;0.895284;3.68865;14.3463;984;B
gen-9174;1000;1000;1000;48.037;33.485;48.037;33.485;3.5548;0.611;3.22335;10.9393;825;B
gen-9175;1000;1000;1000;157.009;84.715;157.009;84.715;4.56493;1.0651;4.02705;17.1192;998;A
gen-9176;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9177;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9178;1000;1000;1000;69.781;38.934;69.781;38.934;3.95775;0.592396;3.4516;12.3363;994;B
gen-9179;145;484;1000;1409.41;1159.05;12951.9;8125.05;7.21532;0.106448;6.9199;48.316;1;B
gen-9180;935;1000;1000;493.208;188.941;1370.71;188.941;5.75292;1.07449;4.88157;24.62;442;B
gen-9181;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9182;1000;1000;1000;55.624;28.085;55.624;28.085;3.55978;1.00066;2.98459;9.62934;996;B
gen-9183;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9184;387;739;1000;1147.58;771.344;9423.08;4294.84;6.7895;0.866877;6.16622;39.4607;1;B
gen-9185;498;788;1000;1100.45;762.478;7877.45;3624.48;6.8189;0.522846;6.33305;40.8926;1;B
gen-9186;984;998;1000;375.036;207.83;591.036;234.83;5.39901;1.40491;4.73761;23.9121;104;B
gen-9187;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9188;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9189;974;1000;1000;427.141;218.949;778.141;218.949;5.66331;0.918925;4.99882;25.8677;604;B
gen-9190;528;817;1000;1080.66;745.966;7452.66;3216.47;6.80488;0.502585;6.31986;40.7076;1;B
gen-9191;928;995;1000;475.951;237.502;1447.95;305.002;5.66765;1.17924;5.0517;26.4306;1;B
gen-9192;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9193;980;1000;1000;421.678;186.383;691.678;186.383;5.66228;0.895839;4.93971;25.0398;607;B
gen-9194;201;648;1000;1362.23;966.605;12148.7;5718.6;7.15432;0.199294;6.67689;45.1297;2;B
gen-9195;1000;1000;1000;170.21;108.36;170.21;108.36;4.79053;0.730902;4.35983;19.6409;998;A
gen-9196;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9197;1000;1000;1000;172.049;100.5;172.049;100.5;4.82946;0.646969;4.29858;19.0868;999;A
gen-9198;394;837;1000;1188.36;723.286;9369.36;2923.79;6.9278;0.471876;6.26196;40.0545;1;B
gen-9199;159;256;1000;1392.07;1310.72;12745.6;11354.7;7.1943;0.131439;7.09307;50.6178;1;B
gen-9200;689;961;1000;923.99;496.041;5122.49;1022.54;6.56973;0.700488;5.85993;35.1691;4;B
gen-9201;662;959;1000;971.877;534.573;5534.88;1088.07;6.66443;0.575764;6.01109;36.7783;6;B
gen-9202;1000;1000;1000;60.427;30.137;60.427;30.137;3.68507;0.843207;3.10903;10.2521;997;A
gen-9203;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9204;241;591;1000;1336.62;1003.31;11583.1;6524.81;7.11686;0.25922;6.66459;45.1665;3;B
gen-9205;998;1000;1000;251.948;111.967;278.948;111.967;5.06241;1.07438;4.3253;19.5294;764;B
gen-9206;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9207;975;999;1000;397.159;205.697;734.659;219.197;5.46299;1.34758;4.85095;24.6538;568;B
gen-9208;705;950;1000;896.281;557.318;4878.78;1232.32;6.55196;0.636336;6.02714;37.0534;1;B
gen-9209;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9210;1000;1000;1000;221.25;120.917;221.25;120.917;5.05092;0.756194;4.49836;20.8319;996;B
gen-9211;730;922;1000;902.512;588.56;4547.51;1641.56;6.57747;0.601875;6.08186;37.7125;1;B
gen-9212;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9213;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9214;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9215;876;995;1000;667.971;339.532;2341.97;407.032;6.17612;0.814605;5.50905;31.067;1;B
gen-9216;144;256;1000;1387.72;1279.68;12943.7;11323.7;7.17213;0.20965;7.01947;49.7624;1;B
gen-9217;933;996;1000;573.001;299.082;1477.5;353.082;6.02693;0.765536;5.3849;29.6876;199;B
gen-9218;566;916;1000;1050.72;635.884;6909.72;1769.88;6.74743;0.610293;6.14799;38.58;1;B
gen-9219;957;997;1000;487.289;273.45;1067.79;313.95;5.82143;0.882408;5.25581;28.4263;424;B
gen-9220;962;997;1000;391.729;230.056;904.729;270.556;5.40997;1.29406;4.89929;25.1868;244;B
gen-9221;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9222;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9223;1000;1000;1000;75.735;46.019;75.735;46.019;3.96553;0.786694;3.51631;13.0712;999;B
gen-9224;999;1000;1000;202.913;107.756;216.413;107.756;4.93216;0.809637;4.3432;19.5759;796;B
gen-9225;991;999;1000;289.732;175.973;411.232;189.473;5.22962;0.969244;4.71334;23.1522;876;B
gen-9226;904;995;1000;555.33;304.199;1851.33;371.699;5.92467;0.920026;5.34653;29.3897;172;B
gen-9227;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9228;1000;1000;1000;80.336;45.538;80.336;45.538;4.08839;0.555559;3.61308;13.4269;980;A
gen-9229;1000;1000;1000;171.637;95.785;171.637;95.785;4.87584;0.576555;4.33556;19.2664;998;A
gen-9230;253;346;1000;1308.44;1184.21;11392.9;10013.2;7.08293;0.289841;6.88798;48.0709;1;B
gen-9231;234;407;1000;1328.17;1133.11;11669.2;9138.61;7.10155;0.284758;6.83427;47.3302;1;B
gen-9232;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9233;697;840;1000;820.088;625.041;4910.59;2785.04;6.32716;1.04538;5.9774;36.8724;19;B
gen-9234;119;293;1000;1410.67;1248.5;13304.2;10793;7.21159;0.121458;6.98658;49.3093;2;B
gen-9235;993;1000;1000;285.023;162.658;379.523;162.658;5.18985;1.05859;4.55649;21.8836;553;B
gen-9236;1000;1000;1000;109.696;71.159;109.696;71.159;4.24001;0.965199;3.74692;14.9947;997;B
gen-9237;963;1000;1000;447.259;218.852;946.759;218.852;5.76178;0.759882;5.109;26.7063;465;B
gen-9238;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9239;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9240;988;1000;1000;307.678;187.108;469.678;187.108;5.09952;1.5944;4.61127;22.751;778;B
gen-9241;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9242;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9243;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9244;1000;1000;1000;43.726;23.864;43.726;23.864;3.41758;0.757404;2.9172;9.04664;997;A
gen-9245;952;983;1000;461.51;309.685;1109.51;539.185;5.62254;1.2453;5.20405;28.2825;664;B
gen-9246;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9247;180;397;1000;1357.08;1157.67;12427.1;9298.17;7.1268;0.289468;6.84618;47.571;2;B
gen-9248;509;732;1000;1102.81;853.758;7731.31;4471.76;6.81716;0.562624;6.45097;42.4585;1;B
gen-9249;341;490;1000;1215.06;1066.83;10111.6;7951.83;6.91167;0.665725;6.66211;45.4728;1;B
gen-9250;996;1000;1000;319.032;157.522;373.032;157.522;5.44955;0.682827;4.82303;23.7501;946;B
gen-9251;904;995;1000;624.564;305.078;1920.56;372.578;6.13217;0.722302;5.42289;30.0394;29;B
gen-9252;1000;1000;1000;105.942;60.509;105.942;60.509;4.29554;0.788992;3.7227;14.6539;999;A
gen-9253;484;683;1000;1061.81;839.218;8027.81;5118.72;6.72945;0.691129;6.34655;41.3605;1;B
gen-9254;1000;1000;1000;141.343;79.29;141.343;79.29;4.58892;0.811989;4.05855;17.1283;999;B
gen-9255;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9256;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9257;999;1000;1000;255.88;114.125;269.38;114.125;5.1045;1.00343;4.39368;20.0446;997;B
gen-9258;1000;1000;1000;165.992;99.595;165.992;99.595;4.60433;1.11471;4.11607;17.9238;998;A
gen-9259;1000;1000;1000;132.081;75.607;132.081;75.607;4.42699;1.01943;3.8472;15.7862;991;A
gen-9260;1000;1000;1000;95.806;50.7;95.806;50.7;4.1321;0.915958;3.58119;13.5067;998;B
gen-9261;1000;1000;1000;155.273;77.633;155.273;77.633;4.63217;0.899981;4.0208;16.8514;999;A
gen-9262;565;774;1000;992.112;734.13;6864.61;3785.13;6.60394;0.884004;6.1512;39.0627;1;B
gen-9263;925;1000;1000;560.787;273.038;1573.29;273.038;5.98659;0.785069;5.30553;28.8079;1;B
gen-9264;761;843;1000;801.395;641.645;4027.89;2761.14;6.36243;0.86638;6.04343;37.6165;23;B
